,cancel_rate,iso_region,month,name,num_cancelled,num_flights,origin
638,0.0636707575897,US-CA,3,San Francisco International Airport,690,10837,SFO
639,0.0350877192982,US-MO,3,Springfield Branson National Airport,16,456,SGF
640,0.0251346499102,US-LA,3,Shreveport Regional Airport,14,557,SHV
641,0.0,US-AK,3,Sitka Rocky Gutierrez Airport,0,93,SIT
642,0.0320972265503,US-CA,3,Norman Y. Mineta San Jose International Airport,206,6418,SJC
643,0.0283018867925,US-TX,3,San Angelo Regional Mathis Field,6,212,SJT
645,0.0183931724544,US-UT,3,Salt Lake City International Airport,125,6796,SLC
646,0.00747607655502,US-CA,3,Sacramento International Airport,25,3344,SMF
647,0.0334148329258,US-CA,3,John Wayne Airport-Orange County Airport,123,3681,SNA
648,0.0161290322581,US-TX,3,Sheppard Air Force Base-Wichita Falls Municipal Airport,3,186,SPS
649,0.0215439856373,US-FL,3,Sarasota Bradenton International Airport,12,557,SRQ
650,0.0158010345072,US-MO,3,Lambert St Louis International Airport,223,14113,STL
653,0.0175438596491,US-IA,3,Sioux Gateway Col. Bud Day Field,1,57,SUX
654,0.0645161290323,US-NY,3,Stewart International Airport,6,93,SWF
655,0.0475285171103,US-NY,3,Syracuse Hancock International Airport,50,1052,SYR
656,0.0258064516129,US-FL,3,Tallahassee Regional Airport,4,155,TLH
657,0.0235849056604,US-OH,3,Toledo Express Airport,5,212,TOL
658,0.015978484417,US-FL,3,Tampa International Airport,101,6321,TPA
659,0.0322580645161,US-TN,3,Tri Cities Regional Tn Va Airport,2,62,TRI
660,0.0152749490835,US-OK,3,Tulsa International Airport,30,1964,TUL
661,0.0113250283126,US-AZ,3,Tucson International Airport,20,1766,TUS
662,0.0129032258065,US-MI,3,Cherry Capital Airport,2,155,TVC
663,0.0331125827815,US-AR,3,Texarkana Regional Webb Field,5,151,TXK
664,0.0465949820789,US-TX,3,Tyler Pounds Regional Airport,13,279,TYR
665,0.0268041237113,US-TN,3,McGhee Tyson Airport,13,485,TYS
666,0.00806451612903,US-FL,3,Destin-Ft Walton Beach Airport,1,124,VPS
667,0.0967741935484,US-AK,3,Wrangell Airport,6,62,WRG
668,0.0573012939002,US-AR,3,Northwest Arkansas Regional Airport,31,541,XNA
669,0.0161290322581,US-AK,3,Yakutat Airport,1,62,YAK
2,0.0336780549143,,3,US average,17784,528059,
2,0.0807279876858,,3,Northeast,6241,77309,
2,0.0257431197255,,3,South,5140,199665,
2,0.027241660518,,3,Midwest,2806,103004,
2,0.0242907597869,,3,West,3597,148081,
670,0.034155597723,US-PA,4,Lehigh Valley International Airport,18,527,ABE
671,0.0344827586207,US-TX,4,Abilene Regional Airport,8,232,ABI
672,0.00996677740864,US-NM,4,Albuquerque International Sunport Airport,30,3010,ABQ
673,0.025974025974,US-TX,4,Waco Regional Airport,6,231,ACT
674,0.0,US-NJ,4,Atlantic City International Airport,0,1,ACY
675,0.0333333333333,US-AK,4,Kodiak Airport,2,60,ADQ
676,0.0,US-AK,4,King Salmon Airport,0,11,AKN
677,0.0130057803468,US-NY,4,Albany International Airport,18,1384,ALB
678,0.00917431192661,US-TX,4,Rick Husband Amarillo International Airport,5,545,AMA
679,0.0180806675939,US-AK,4,Ted Stevens Anchorage International Airport,26,1438,ANC
680,0.0666666666667,US-FL,4,Naples Municipal Airport,4,60,APF
681,0.0197654315219,US-GA,4,Hartsfield Jackson Atlanta International Airport,423,21401,ATL
682,0.0171489817792,US-TX,4,Austin Robert Mueller Municipal,64,3732,AUS
683,0.0416666666667,US-NC,4,Asheville Regional Airport,5,120,AVL
684,0.0166666666667,US-PA,4,Wilkes Barre Scranton International Airport,2,120,AVP
685,0.0889830508475,US-MI,4,Kalamazoo Battle Creek International Airport,21,236,AZO
686,0.01308232291,US-CT,4,Bradley International Airport,41,3134,BDL
687,0.0444444444444,US-AK,4,Bethel Airport,4,90,BET
688,0.0166666666667,US-CA,4,Meadows Field,3,180,BFL
689,0.0166666666667,US-NY,4,Greater Binghamton/Edwin A Link field,1,60,BGM
690,0.0309278350515,US-ME,4,Bangor International Airport,9,291,BGR
691,0.00929944203348,US-AL,4,Birmingham-Shuttlesworth International Airport,15,1613,BHM
692,0.0367892976589,US-MT,4,Billings Logan International Airport,11,299,BIL
693,0.00869565217391,US-ND,4,Bismarck Municipal Airport,1,115,BIS
694,0.120689655172,US-IL,4,Central Illinois Regional Airport at Bloomington-Normal,14,116,BMI
695,0.0107007973143,US-TN,4,Nashville International Airport,51,4766,BNA
696,0.0127201565558,US-ID,4,Boise Air Terminal/Gowen field,13,1022,BOI
697,0.0375191424196,US-MA,4,General Edward Lawrence Logan International Airport,441,11754,BOS
698,0.027397260274,US-TX,4,Southeast Texas Regional Airport,4,146,BPT
700,0.0,US-TX,4,Brownsville South Padre Island International Airport,0,25,BRO
701,0.013698630137,US-AK,4,Wiley Post Will Rogers Memorial Airport,1,73,BRW
702,0.0376237623762,US-LA,4,"Baton Rouge Metropolitan, Ryan Field",19,505,BTR
703,0.036093418259,US-VT,4,Burlington International Airport,17,471,BTV
704,0.0180525164114,US-NY,4,Buffalo Niagara International Airport,33,1828,BUF
705,0.0205632543585,US-CA,4,Bob Hope Airport,46,2237,BUR
706,0.0090545625588,US-MD,4,Baltimore/Washington International Thurgood Marshall Airport,77,8504,BWI
707,0.00826446280992,US-MT,4,Gallatin Field,1,121,BZN
708,0.0217391304348,US-SC,4,Columbia Metropolitan Airport,7,322,CAE
709,0.0116279069767,US-OH,4,Akron Canton Regional Airport,1,86,CAK
710,0.0,US-AK,4,Merle K (Mudhole) Smith Airport,0,60,CDV
711,0.0114285714286,US-TN,4,Lovell Field,2,175,CHA
712,0.0121739130435,US-SC,4,Charleston Air Force Base-International Airport,7,575,CHS
713,0.054347826087,US-IA,4,The Eastern Iowa Airport,30,552,CID
714,0.0175617725138,US-OH,4,Cleveland Hopkins International Airport,86,4897,CLE
715,0.0285714285714,US-TX,4,Easterwood Field,6,210,CLL
716,0.0131735431342,US-NC,4,Charlotte Douglas International Airport,144,10931,CLT
717,0.0255009107468,US-OH,4,Port Columbus International Airport,84,3294,CMH
718,0.0709219858156,US-IL,4,University of Illinois Willard Airport,10,141,CMI
719,0.0494845360825,US-CO,4,City of Colorado Springs Municipal Airport,48,970,COS
720,0.021645021645,US-TX,4,Corpus Christi International Airport,10,462,CRP
721,0.0222222222222,US-WV,4,Yeager Airport,2,90,CRW
722,0.0196564547547,US-KY,4,Cincinnati Northern Kentucky International Airport,111,5647,CVG
723,0.0,US-FL,4,Daytona Beach International Airport,0,150,DAB
724,0.0238616995374,US-TX,4,Dallas Love Field,98,4107,DAL
725,0.0284775465498,US-OH,4,James M Cox Dayton International Airport,26,913,DAY
726,0.18018018018,US-IA,4,Dubuque Regional Airport,20,111,DBQ
727,0.0288974327174,US-DC,4,Ronald Reagan Washington National Airport,233,8063,DCA
728,0.0502857142857,US-CO,4,Denver International Airport,572,11375,DEN
729,0.0245514987186,US-TX,4,Dallas Fort Worth International Airport,661,26923,DFW
730,0.0,US-AK,4,Dillingham Airport,0,11,DLG
731,0.0718562874251,US-MN,4,Duluth International Airport,12,167,DLH
732,0.0,US-CO,4,Durango La Plata County Airport,0,1,DRO
733,0.0490883590463,US-IA,4,Des Moines International Airport,35,713,DSM
734,0.0170033538726,US-MI,4,Detroit Metropolitan Wayne County Airport,218,12821,DTW
735,0.0625,US-AK,4,Unalaska Airport,2,32,DUT
736,0.0,US-CO,4,Eagle County Regional Airport,0,19,EGE
737,0.00862068965517,US-NY,4,Elmira Corning Regional Airport,1,116,ELM
738,0.0109170305677,US-TX,4,El Paso International Airport,20,1832,ELP
739,0.0166666666667,US-PA,4,Erie International Tom Ridge Field,2,120,ERI
740,0.0462427745665,US-OR,4,Mahlon Sweet Field,8,173,EUG
741,0.0656934306569,US-IN,4,Evansville Regional Airport,9,137,EVV
742,0.0261239943209,US-NJ,4,Newark Liberty International Airport,276,10565,EWR
743,0.0229508196721,US-FL,4,Key West International Airport,7,305,EYW
744,0.0124378109453,US-AK,4,Fairbanks International Airport,5,402,FAI
745,0.0173913043478,US-ND,4,Hector International Airport,2,115,FAR
746,0.0112781954887,US-CA,4,Fresno Yosemite International Airport,3,266,FAT
747,0.05,US-NC,4,Fayetteville Regional Grannis Field,3,60,FAY
748,0.00833333333333,US-MT,4,Glacier Park International Airport,1,120,FCA
749,0.00631978091426,US-FL,4,Fort Lauderdale Hollywood International Airport,30,4747,FLL
750,0.0,US-MI,4,Bishop International Airport,0,115,FNT
751,0.0264150943396,US-SD,4,Joe Foss Field Airport,7,265,FSD
752,0.051724137931,US-AR,4,Fort Smith Regional Airport,12,232,FSM
753,0.0622568093385,US-IN,4,Fort Wayne International Airport,16,257,FWA
754,0.0107421875,US-WA,4,Spokane International Airport,11,1024,GEG
755,0.0333333333333,US-ND,4,Grand Forks International Airport,1,30,GFK
756,0.02,US-TX,4,East Texas Regional Airport,3,150,GGG
757,0.0,US-MS,4,Gulfport Biloxi International Airport,0,90,GPT
758,0.021978021978,US-WI,4,Austin Straubel International Airport,8,364,GRB
759,0.0377551020408,US-MI,4,Gerald R. Ford International Airport,37,980,GRR
760,0.0182882223848,US-NC,4,Piedmont Triad International Airport,25,1367,GSO
761,0.0328849028401,US-SC,4,Greenville Spartanburg International Airport,22,669,GSP
762,0.0,US-MT,4,Great Falls International Airport,0,180,GTF
763,0.0,US-CO,4,Gunnison Crested Butte Regional Airport,0,2,GUC
764,0.0,US-CO,4,Yampa Valley Airport,0,3,HDN
765,0.0,US-MT,4,Helena Regional Airport,0,60,HLN
766,0.00850288490738,US-HI,4,Honolulu International Airport,28,3293,HNL
767,0.0199123855038,US-TX,4,William P Hobby Airport,100,5022,HOU
768,0.0824261275272,US-NY,4,Westchester County Airport,53,643,HPN
769,0.0179372197309,US-TX,4,Valley International Airport,8,446,HRL
770,0.0432330827068,US-AL,4,Huntsville International Carl T Jones Field,23,532,HSV
771,0.0332469775475,US-DC,4,Washington Dulles International Airport,154,4632,IAD
772,0.00708828132192,US-TX,4,George Bush Intercontinental Houston Airport,77,10863,IAH
773,0.036443148688,US-KS,4,Wichita Mid Continent Airport,25,686,ICT
774,0.015037593985,US-TX,4,Skylark Field,4,266,ILE
775,0.0,US-NC,4,Wilmington International Airport,0,180,ILM
776,0.0227485197881,US-IN,4,Indianapolis International Airport,73,3209,IND
777,0.0207468879668,US-NY,4,Long Island Mac Arthur Airport,20,964,ISP
778,0.0172413793103,US-NY,4,Ithaca Tompkins Regional Airport,2,116,ITH
779,0.0047619047619,US-HI,4,Hilo International Airport,2,420,ITO
780,0.0,US-WY,4,Jackson Hole Airport,0,2,JAC
781,0.01393728223,US-MS,4,Jackson-Medgar Wiley Evers International Airport,12,861,JAN
782,0.0106473594549,US-FL,4,Jacksonville International Airport,25,2348,JAX
783,0.0297934564065,US-NY,4,John F Kennedy International Airport,163,5471,JFK
784,0.0132890365449,US-AK,4,Juneau International Airport,4,301,JNU
785,0.00539811066127,US-HI,4,Kona International At Keahole Airport,4,741,KOA
786,0.0164835164835,US-AK,4,Ketchikan International Airport,3,182,KTN
787,0.0199004975124,US-MI,4,Capital City Airport,4,201,LAN
788,0.0102763997165,US-NV,4,McCarran International Airport,116,11288,LAS
789,0.0277777777778,US-OK,4,Lawton Fort Sill Regional Airport,5,180,LAW
790,0.0279993902129,US-CA,4,Los Angeles International Airport,551,19679,LAX
791,0.0165745856354,US-TX,4,Lubbock Preston Smith International Airport,12,724,LBB
792,0.00754716981132,US-KY,4,Blue Grass Airport,2,265,LEX
793,0.0165745856354,US-LA,4,Lafayette Regional Airport,3,181,LFT
794,0.0399621212121,US-NY,4,La Guardia Airport,422,10560,LGA
795,0.00793650793651,US-CA,4,Long Beach /Daugherty Field/ Airport,2,252,LGB
796,0.0129032258065,US-HI,4,Lihue Airport,10,775,LIH
797,0.0127150336574,US-AR,4,Bill & Hillary Clinton National Airport/Adams Field,17,1337,LIT
798,0.0173410404624,US-NE,4,Lincoln Airport,3,173,LNK
799,0.00833333333333,US-TX,4,Laredo International Airport,1,120,LRD
800,0.0916666666667,US-WI,4,La Crosse Municipal Airport,11,120,LSE
801,0.0338164251208,US-TX,4,Midland International Airport,21,621,MAF
802,0.0151515151515,US-MI,4,MBS International Airport,5,330,MBS
803,0.0176549606601,US-MO,4,Kansas City International Airport,92,5211,MCI
804,0.010070151618,US-FL,4,Orlando International Airport,89,8838,MCO
805,0.0424778761062,US-PA,4,Harrisburg International Airport,24,565,MDT
806,0.00795372378886,US-IL,4,Chicago Midway International Airport,33,4149,MDW
807,0.0180124223602,US-TN,4,Memphis International Airport,87,4830,MEM
808,0.00623052959502,US-TX,4,Mc Allen Miller International Airport,2,321,MFE
809,0.00909090909091,US-OR,4,Rogue Valley International Medford Airport,1,110,MFR
810,0.0125553914328,US-NH,4,Manchester Airport,17,1354,MHT
811,0.0153046491481,US-FL,4,Miami International Airport,106,6926,MIA
812,0.0447284345048,US-WI,4,General Mitchell International Airport,70,1565,MKE
813,0.0,US-FL,4,Melbourne International Airport,0,150,MLB
814,0.00689655172414,US-IL,4,Quad City International Airport,1,145,MLI
815,0.00561797752809,US-LA,4,Monroe Regional Airport,1,178,MLU
816,0.0389972144847,US-AL,4,Mobile Regional Airport,14,359,MOB
817,0.0111111111111,US-ND,4,Minot International Airport,1,90,MOT
818,0.103448275862,US-MI,4,Sawyer International Airport,3,29,MQT
819,0.00555555555556,US-CA,4,Monterey Peninsula Airport,1,180,MRY
820,0.0489130434783,US-WI,4,Dane County Regional Truax Field,27,552,MSN
821,0.0134228187919,US-MT,4,Missoula International Airport,2,149,MSO
822,0.0217890884331,US-MN,4,Minneapolis-St Paul International/Wold-Chamberlain Airport,256,11749,MSP
823,0.00614754098361,US-LA,4,Louis Armstrong New Orleans International Airport,27,4392,MSY
824,0.0,US-CO,4,Montrose Regional Airport,0,8,MTJ
825,0.0121457489879,US-SC,4,Myrtle Beach International Airport,3,247,MYR
826,0.00945000945001,US-CA,4,Metropolitan Oakland International Airport,50,5291,OAK
827,0.00711743772242,US-HI,4,Kahului Airport,10,1405,OGG
828,0.0175906183369,US-OK,4,Will Rogers World Airport,33,1876,OKC
829,0.0257376020088,US-NE,4,Eppley Airfield,41,1593,OMA
830,0.0519480519481,US-AK,4,Nome Airport,4,77,OME
831,0.00960264900662,US-CA,4,Ontario International Airport,29,3020,ONT
832,0.0464645077097,US-IL,4,Chicago O'Hare International Airport,1353,29119,ORD
833,0.024,US-VA,4,Norfolk International Airport,36,1500,ORF
834,0.144444444444,US-MA,4,Worcester Regional Airport,13,90,ORH
835,0.0547945205479,US-AK,4,Ralph Wien Memorial Airport,4,73,OTZ
836,0.00811688311688,US-FL,4,Palm Beach International Airport,20,2464,PBI
837,0.0136127917027,US-OR,4,Portland International Airport,63,4628,PDX
838,0.0299338002494,US-PA,4,Philadelphia International Airport,312,10423,PHL
839,0.0129845331297,US-AZ,4,Phoenix Sky Harbor International Airport,204,15711,PHX
840,0.0890410958904,US-IL,4,General Wayne A. Downing Peoria International Airport,13,146,PIA
841,0.0194493006993,US-PA,4,Pittsburgh International Airport,178,9152,PIT
842,0.00896860986547,US-FL,4,Pensacola Regional Airport,4,446,PNS
843,0.0111111111111,US-WA,4,Tri Cities Airport,1,90,PSC
844,0.05,US-AK,4,Petersburg James A Johnson Airport,3,60,PSG
845,0.0162162162162,US-CA,4,Palm Springs International Airport,15,925,PSP
846,0.0107569721116,US-RI,4,Theodore Francis Green State Airport,27,2510,PVD
847,0.0357142857143,US-ME,4,Portland International Jetport Airport,30,840,PWM
848,0.0280373831776,US-SD,4,Rapid City Regional Airport,3,107,RAP
849,0.00935516204477,US-NC,4,Raleigh Durham International Airport,28,2993,RDU
850,0.0266089108911,US-VA,4,Richmond International Airport,43,1616,RIC
851,0.0067842605156,US-NV,4,Reno Tahoe International Airport,15,2211,RNO
852,0.0222222222222,US-VA,4,Roanoke–Blacksburg Regional Airport,4,180,ROA
853,0.0345762711864,US-NY,4,Greater Rochester International Airport,51,1475,ROC
854,0.0547263681592,US-MN,4,Rochester International Airport,11,201,RST
855,0.00387596899225,US-FL,4,Southwest Florida International Airport,7,1806,RSW
856,0.0137950855008,US-CA,4,San Diego International Airport,96,6959,SAN
857,0.0111287758347,US-TX,4,San Antonio International Airport,35,3145,SAT
858,0.00536672629696,US-GA,4,Savannah Hilton Head International Airport,3,559,SAV
859,0.0437262357414,US-CA,4,Santa Barbara Municipal Airport,23,526,SBA
860,0.014598540146,US-IN,4,South Bend Regional Airport,2,137,SBN
861,0.0291262135922,US-CA,4,San Luis County Regional Airport,6,206,SBP
862,0.0333333333333,US-AK,4,Deadhorse Airport,1,30,SCC
863,0.00686106346484,US-KY,4,Louisville International Standiford Field,12,1749,SDF
864,0.0162765831056,US-WA,4,Seattle Tacoma International Airport,137,8417,SEA
865,0.0383101296207,US-CA,4,San Francisco International Airport,399,10415,SFO
866,0.0385487528345,US-MO,4,Springfield Branson National Airport,17,441,SGF
867,0.0148423005566,US-LA,4,Shreveport Regional Airport,8,539,SHV
868,0.0,US-AK,4,Sitka Rocky Gutierrez Airport,0,90,SIT
869,0.0183900629134,US-CA,4,Norman Y. Mineta San Jose International Airport,114,6199,SJC
870,0.0485436893204,US-TX,4,San Angelo Regional Mathis Field,10,206,SJT
872,0.0164086687307,US-UT,4,Salt Lake City International Airport,106,6460,SLC
873,0.00727934485896,US-CA,4,Sacramento International Airport,24,3297,SMF
874,0.0286919831224,US-CA,4,John Wayne Airport-Orange County Airport,102,3555,SNA
875,0.0335195530726,US-TX,4,Sheppard Air Force Base-Wichita Falls Municipal Airport,6,179,SPS
876,0.0180722891566,US-FL,4,Sarasota Bradenton International Airport,9,498,SRQ
877,0.0194561131992,US-MO,4,Lambert St Louis International Airport,264,13569,STL
880,0.0181818181818,US-IA,4,Sioux Gateway Col. Bud Day Field,1,55,SUX
881,0.0444444444444,US-NY,4,Stewart International Airport,4,90,SWF
882,0.0209723546235,US-NY,4,Syracuse Hancock International Airport,22,1049,SYR
883,0.00833333333333,US-FL,4,Tallahassee Regional Airport,1,120,TLH
884,0.0536585365854,US-OH,4,Toledo Express Airport,11,205,TOL
885,0.00944333996024,US-FL,4,Tampa International Airport,57,6036,TPA
886,0.0,US-TN,4,Tri Cities Regional Tn Va Airport,0,60,TRI
887,0.0177731312075,US-OK,4,Tulsa International Airport,34,1913,TUL
888,0.00719856028794,US-AZ,4,Tucson International Airport,12,1667,TUS
889,0.0888888888889,US-MI,4,Cherry Capital Airport,16,180,TVC
890,0.0551724137931,US-AR,4,Texarkana Regional Webb Field,8,145,TXK
891,0.0148148148148,US-TX,4,Tyler Pounds Regional Airport,4,270,TYR
892,0.013916500994,US-TN,4,McGhee Tyson Airport,7,503,TYS
893,0.00833333333333,US-FL,4,Destin-Ft Walton Beach Airport,1,120,VPS
894,0.05,US-AK,4,Wrangell Airport,3,60,WRG
895,0.0647773279352,US-AR,4,Northwest Arkansas Regional Airport,32,494,XNA
896,0.0166666666667,US-AK,4,Yakutat Airport,1,60,YAK
3,0.0222613790595,,4,US average,11383,511334,
3,0.0290328122316,,4,Northeast,2197,75673,
3,0.0169700294478,,4,South,3279,193223,
3,0.0296253498959,,4,Midwest,2974,100387,
3,0.0206475139211,,4,West,2933,142051,
897,0.0135135135135,US-PA,5,Lehigh Valley International Airport,7,518,ABE
898,0.0168776371308,US-TX,5,Abilene Regional Airport,4,237,ABI
899,0.0035472428249,US-NM,5,Albuquerque International Sunport Airport,11,3101,ABQ
900,0.021186440678,US-TX,5,Waco Regional Airport,5,236,ACT
901,0.0322580645161,US-AK,5,Kodiak Airport,2,62,ADQ
902,0.0555555555556,US-AK,5,King Salmon Airport,2,36,AKN
903,0.0123966942149,US-NY,5,Albany International Airport,18,1452,ALB
904,0.0140562248996,US-TX,5,Rick Husband Amarillo International Airport,7,498,AMA
905,0.0202850877193,US-AK,5,Ted Stevens Anchorage International Airport,37,1824,ANC
906,0.0224899230487,US-GA,5,Hartsfield Jackson Atlanta International Airport,491,21832,ATL
907,0.0108052482634,US-TX,5,Austin Robert Mueller Municipal,42,3887,AUS
908,0.0241935483871,US-NC,5,Asheville Regional Airport,3,124,AVL
909,0.0,US-PA,5,Wilkes Barre Scranton International Airport,0,124,AVP
910,0.0409836065574,US-MI,5,Kalamazoo Battle Creek International Airport,10,244,AZO
911,0.0137278828554,US-CT,5,Bradley International Airport,45,3278,BDL
912,0.010752688172,US-AK,5,Bethel Airport,1,93,BET
913,0.0437158469945,US-CA,5,Meadows Field,8,183,BFL
914,0.0161290322581,US-NY,5,Greater Binghamton/Edwin A Link field,1,62,BGM
915,0.0214067278287,US-ME,5,Bangor International Airport,7,327,BGR
916,0.0078125,US-AL,5,Birmingham-Shuttlesworth International Airport,13,1664,BHM
917,0.00408163265306,US-MT,5,Billings Logan International Airport,1,245,BIL
918,0.0,US-ND,5,Bismarck Municipal Airport,0,124,BIS
919,0.0333333333333,US-IL,5,Central Illinois Regional Airport at Bloomington-Normal,4,120,BMI
920,0.00790113452188,US-TN,5,Nashville International Airport,39,4936,BNA
921,0.00477099236641,US-ID,5,Boise Air Terminal/Gowen field,5,1048,BOI
922,0.0347875445994,US-MA,5,General Edward Lawrence Logan International Airport,429,12332,BOS
923,0.00684931506849,US-TX,5,Southeast Texas Regional Airport,1,146,BPT
925,0.0,US-TX,5,Brownsville South Padre Island International Airport,0,26,BRO
926,0.0581395348837,US-AK,5,Wiley Post Will Rogers Memorial Airport,5,86,BRW
927,0.0196463654224,US-LA,5,"Baton Rouge Metropolitan, Ryan Field",10,509,BTR
928,0.0243362831858,US-VT,5,Burlington International Airport,11,452,BTV
929,0.022715800101,US-NY,5,Buffalo Niagara International Airport,45,1981,BUF
930,0.0103716508211,US-CA,5,Bob Hope Airport,24,2314,BUR
931,0.00850968536558,US-MD,5,Baltimore/Washington International Thurgood Marshall Airport,76,8931,BWI
932,0.0,US-MT,5,Gallatin Field,0,124,BZN
933,0.0244648318043,US-SC,5,Columbia Metropolitan Airport,8,327,CAE
934,0.0224719101124,US-OH,5,Akron Canton Regional Airport,2,89,CAK
935,0.0483870967742,US-AK,5,Merle K (Mudhole) Smith Airport,3,62,CDV
936,0.0111111111111,US-TN,5,Lovell Field,2,180,CHA
937,0.0144665461121,US-SC,5,Charleston Air Force Base-International Airport,8,553,CHS
938,0.02,US-IA,5,The Eastern Iowa Airport,12,600,CID
939,0.0125669550886,US-OH,5,Cleveland Hopkins International Airport,61,4854,CLE
940,0.0093896713615,US-TX,5,Easterwood Field,2,213,CLL
941,0.0114325916806,US-NC,5,Charlotte Douglas International Airport,130,11371,CLT
942,0.0220162224797,US-OH,5,Port Columbus International Airport,76,3452,CMH
943,0.0838709677419,US-IL,5,University of Illinois Willard Airport,13,155,CMI
944,0.0169651272385,US-CO,5,City of Colorado Springs Municipal Airport,18,1061,COS
945,0.0169133192389,US-TX,5,Corpus Christi International Airport,8,473,CRP
946,0.0322580645161,US-WV,5,Yeager Airport,3,93,CRW
947,0.0159666782367,US-KY,5,Cincinnati Northern Kentucky International Airport,92,5762,CVG
948,0.0,US-FL,5,Daytona Beach International Airport,0,154,DAB
949,0.0194820622476,US-TX,5,Dallas Love Field,82,4209,DAL
950,0.0323559150657,US-OH,5,James M Cox Dayton International Airport,32,989,DAY
951,0.051724137931,US-IA,5,Dubuque Regional Airport,6,116,DBQ
952,0.0250030051689,US-DC,5,Ronald Reagan Washington National Airport,208,8319,DCA
953,0.0146637451542,US-CO,5,Denver International Airport,174,11866,DEN
954,0.0248373101952,US-TX,5,Dallas Fort Worth International Airport,687,27660,DFW
955,0.111111111111,US-AK,5,Dillingham Airport,4,36,DLG
956,0.0432432432432,US-MN,5,Duluth International Airport,8,185,DLH
957,0.0229591836735,US-IA,5,Des Moines International Airport,18,784,DSM
958,0.0139130434783,US-MI,5,Detroit Metropolitan Wayne County Airport,184,13225,DTW
959,0.0833333333333,US-AK,5,Unalaska Airport,4,48,DUT
960,0.00833333333333,US-NY,5,Elmira Corning Regional Airport,1,120,ELM
961,0.00532765050613,US-TX,5,El Paso International Airport,10,1877,ELP
962,0.0322580645161,US-PA,5,Erie International Tom Ridge Field,4,124,ERI
963,0.00558659217877,US-OR,5,Mahlon Sweet Field,1,179,EUG
964,0.0559440559441,US-IN,5,Evansville Regional Airport,8,143,EVV
965,0.0220984215413,US-NJ,5,Newark Liberty International Airport,238,10770,EWR
966,0.0297397769517,US-FL,5,Key West International Airport,8,269,EYW
967,0.0207468879668,US-AK,5,Fairbanks International Airport,10,482,FAI
968,0.0162601626016,US-ND,5,Hector International Airport,2,123,FAR
969,0.0431472081218,US-CA,5,Fresno Yosemite International Airport,17,394,FAT
970,0.0483870967742,US-NC,5,Fayetteville Regional Grannis Field,3,62,FAY
971,0.0161290322581,US-MT,5,Glacier Park International Airport,2,124,FCA
972,0.00795870079587,US-FL,5,Fort Lauderdale Hollywood International Airport,37,4649,FLL
973,0.00833333333333,US-MI,5,Bishop International Airport,1,120,FNT
974,0.0036231884058,US-SD,5,Joe Foss Field Airport,1,276,FSD
975,0.025641025641,US-AR,5,Fort Smith Regional Airport,6,234,FSM
976,0.0388349514563,US-IN,5,Fort Wayne International Airport,8,206,FWA
977,0.00878048780488,US-WA,5,Spokane International Airport,9,1025,GEG
978,0.0,US-ND,5,Grand Forks International Airport,0,31,GFK
979,0.0264900662252,US-TX,5,East Texas Regional Airport,4,151,GGG
980,0.010989010989,US-MS,5,Gulfport Biloxi International Airport,1,91,GPT
981,0.0210843373494,US-WI,5,Austin Straubel International Airport,7,332,GRB
982,0.0247524752475,US-MI,5,Gerald R. Ford International Airport,25,1010,GRR
983,0.0208034433286,US-NC,5,Piedmont Triad International Airport,29,1394,GSO
984,0.0421511627907,US-SC,5,Greenville Spartanburg International Airport,29,688,GSP
985,0.0277777777778,US-MT,5,Great Falls International Airport,6,216,GTF
986,0.0166666666667,US-MT,5,Helena Regional Airport,1,60,HLN
987,0.0180366646954,US-HI,5,Honolulu International Airport,61,3382,HNL
988,0.0215492137449,US-TX,5,William P Hobby Airport,111,5151,HOU
989,0.0687237026648,US-NY,5,Westchester County Airport,49,713,HPN
990,0.0263157894737,US-TX,5,Valley International Airport,12,456,HRL
991,0.0259259259259,US-AL,5,Huntsville International Carl T Jones Field,14,540,HSV
992,0.0298539064154,US-DC,5,Washington Dulles International Airport,141,4723,IAD
993,0.007595389152,US-TX,5,George Bush Intercontinental Houston Airport,85,11191,IAH
994,0.0084388185654,US-KS,5,Wichita Mid Continent Airport,6,711,ICT
995,0.0544217687075,US-TX,5,Skylark Field,16,294,ILE
996,0.010752688172,US-NC,5,Wilmington International Airport,2,186,ILM
997,0.0137226277372,US-IN,5,Indianapolis International Airport,47,3425,IND
998,0.00866217516843,US-NY,5,Long Island Mac Arthur Airport,9,1039,ISP
999,0.0,US-NY,5,Ithaca Tompkins Regional Airport,0,120,ITH
1000,0.00460829493088,US-HI,5,Hilo International Airport,2,434,ITO
1001,0.00733496332518,US-MS,5,Jackson-Medgar Wiley Evers International Airport,6,818,JAN
1002,0.00706566916043,US-FL,5,Jacksonville International Airport,17,2406,JAX
1003,0.0257919335295,US-NY,5,John F Kennedy International Airport,149,5777,JFK
1004,0.00284090909091,US-AK,5,Juneau International Airport,1,352,JNU
1005,0.0117493472585,US-HI,5,Kona International At Keahole Airport,9,766,KOA
1006,0.0138248847926,US-AK,5,Ketchikan International Airport,3,217,KTN
1007,0.0251046025105,US-MI,5,Capital City Airport,6,239,LAN
1008,0.00810904071774,US-NV,5,McCarran International Airport,94,11592,LAS
1009,0.0491803278689,US-OK,5,Lawton Fort Sill Regional Airport,9,183,LAW
1010,0.0283968719453,US-CA,5,Los Angeles International Airport,581,20460,LAX
